역번호,역      명,구분,계,일평균,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
2752,온수(7),승차,3883679,10640,295017,291993,364985,345632,339593,337745,309655,301931,338393,296664,338187,323884
2752,온수(7),하차,3728531,10215,279352,276523,352207,334620,332322,326476,294638,285952,324496,286884,324718,310343
2753,까치울,승차,2520937,6907,185501,186348,221312,226836,225830,219253,204603,202693,219831,201193,213607,213930
2753,까치울,하차,2325350,6371,169201,169232,201942,205245,208156,203613,189765,188089,204689,186771,200043,198604
2754,부천종합운동장,승차,2029369,5560,151918,150466,182566,240220,178008,168318,156894,155073,168386,154518,162786,160216
2754,부천종합운동장,하차,1842914,5049,138443,137115,167514,228872,161356,153750,141426,139400,151018,139130,144346,140544
2755,춘의,승차,3166439,8675,248438,246408,282912,277520,273883,266619,258284,255680,270860,242731,274642,268462
2755,춘의,하차,3070843,8413,241621,239585,275124,270023,267499,259883,249379,247602,261540,233714,265914,258959
2756,신중동,승차,5234017,14340,420781,415400,470553,452511,446942,438434,431838,425273,443737,397593,441248,449707
2756,신중동,하차,5159304,14135,415198,409050,464730,445545,440124,432351,424936,418976,439203,391509,435408,442274
2757,부천시청,승차,4606166,12620,371586,366202,408223,389956,389219,383724,392683,374794,385207,352084,393638,398850
2757,부천시청,하차,4634654,12698,374302,367738,409976,390014,392407,385528,395442,377688,388237,355126,397014,401182
2758,상동,승차,5225226,14316,419282,418488,465971,449661,445167,431323,426600,417051,438614,399658,450173,463238
2758,상동,하차,5404361,14806,431275,430350,482790,464741,460870,447899,441689,433892,456837,412423,464408,477187
2759,삼산체육관,승차,2015743,5523,155197,154038,175166,177404,183548,172151,171538,160984,170134,156650,167485,171448
2759,삼산체육관,하차,1800988,4934,139507,139155,156563,158727,164592,154800,154057,143364,149483,139057,149105,152578
2760,굴포천,승차,3323280,9105,264908,259441,291925,281497,282309,277584,273640,269084,282763,259368,286713,294048
2760,굴포천,하차,3440735,9427,275124,268490,302871,290613,291319,286636,283219,278282,291430,267567,299623,305561
2761,부평구청(7),승차,4330851,11865,346303,340689,391615,376137,371360,366337,353039,349142,370152,328857,370652,366568
2761,부평구청(7),하차,3423037,9378,272221,266960,308103,296273,292604,287793,277991,277751,293115,261961,295892,292373
2811,암사,승차,6617351,18130,512954,505219,575395,559432,559344,558014,548613,545764,574446,522320,577606,578244
2811,암사,하차,5813657,15928,452542,444414,509698,494510,491929,488824,482900,479751,498188,458441,506094,506366
2812,천호(8),승차,6818622,18681,548419,541641,606564,583916,580971,567920,560221,551718,572926,523176,582595,598555
2812,천호(8),하차,7639358,20930,617433,609611,678748,652068,652996,632603,627615,617159,636010,586779,652931,675405
2813,강동구청,승차,3870071,10603,307879,304289,345588,328757,324858,326123,318231,313605,330472,291937,339025,339307
2813,강동구청,하차,3941906,10800,315227,312217,353650,334374,329973,332329,323831,318736,335259,294216,346304,345790
2814,몽촌토성,승차,2551839,6991,188287,192514,211362,232438,244296,201766,195041,196717,233635,217161,219736,218886
2814,몽촌토성,하차,2683201,7351,198129,202253,224185,240331,256206,215391,206333,206717,245125,228218,230903,229410
2815,잠실(8),승차,5077929,13912,415485,395127,417613,461901,417306,399941,422434,424109,401575,394313,430602,497523
2815,잠실(8),하차,5915047,16206,475905,455475,480986,536452,491505,468388,489825,489838,477052,466833,502433,580355
2816,석촌,승차,3187553,8733,264532,254038,285180,289534,265535,263153,260628,253854,263122,235633,272399,279945
2816,석촌,하차,3349839,9178,278961,270555,299985,315466,278828,274221,272964,265208,273014,245395,283877,291365
2817,송파,승차,2018850,5531,149248,154553,184887,177256,174245,173463,168268,162390,173608,152258,174835,173839
2817,송파,하차,2002837,5487,150045,154247,184618,176934,172463,172775,166554,159328,170287,150286,173525,171775
2818,가락시장(8),승차,2648696,7257,221189,212577,240928,227028,222437,218103,206854,206752,225843,200550,228084,238351
2818,가락시장(8),하차,3113563,8530,258389,247986,281139,265227,262096,257574,244694,243023,264923,236986,270094,281432
2819,문정,승차,4604408,12615,285419,300268,372965,361175,364788,397180,410521,409573,430425,369357,458709,444028
2819,문정,하차,4728783,12956,289328,303416,380164,367438,373656,408785,426783,421931,444410,381148,474652,457072
2820,장지,승차,6191139,16962,453298,452915,520403,500224,525832,531564,525987,513481,533415,489235,561491,583294
2820,장지,하차,6005097,16452,439246,437697,498881,479167,509049,518763,516887,503947,518213,475653,544211,563383
2821,복정(8),승차,3990542,10933,278626,286731,369344,353073,341401,331710,298158,306281,365548,324222,375489,359959
2821,복정(8),하차,3193199,8748,217597,225600,294802,280917,272711,264409,236416,245223,295438,266864,302541,290681
2822,산성,승차,2313434,6338,182483,178319,214589,210623,208705,203326,186211,192855,195771,179313,183577,177662
2822,산성,하차,2261282,6195,176930,173346,208693,205785,203744,199093,182930,190810,192568,175465,180352,171566
2823,남한산성입구,승차,5319887,14575,396284,395284,495519,474877,473978,445687,409410,414220,473074,427967,469908,443679
2823,남한산성입구,하차,4858305,13310,351268,352186,460398,441753,438668,406131,362764,372332,436710,396456,439110,400529
2824,단대오거리,승차,4317250,11828,341115,333234,404696,387909,388274,364280,338158,339136,369221,334144,362464,354619
2824,단대오거리,하차,3996257,10949,325260,315600,370682,352294,353358,335669,319284,317828,335473,305529,333191,332089
2825,신흥,승차,1773033,4858,146966,143704,159837,152682,154564,149122,147698,145061,145692,135390,142005,150312
2825,신흥,하차,1871523,5127,154549,152444,167957,160574,163267,155807,154666,152590,153197,144320,151486,160666
2826,수진,승차,1938380,5311,154209,150795,169542,164274,166947,163050,164432,162005,160821,149880,161293,171132
2826,수진,하차,1789158,4902,141725,139289,157363,151945,153758,150063,151763,148187,148315,137546,150298,158906
2827,모란(8),승차,1754893,4808,136261,134475,158532,154678,153516,145818,140474,140792,148364,145081,147220,149682
2827,모란(8),하차,1350847,3701,103170,100924,120290,118388,118817,111300,107928,109096,115616,114090,114006,117222
