사용일자,노선명,역명,승차총승객수,하차총승객수
2016-03-06,1호선,서울역,47501,39454
2016-03-07,1호선,서울역,63205,57311
2016-03-08,1호선,서울역,63942,57787
2016-03-09,1호선,서울역,62309,56475
2016-03-10,1호선,서울역,64761,57970
2016-03-11,1호선,서울역,74842,66379
2016-03-12,1호선,서울역,61816,53557
2016-03-13,1호선,서울역,47374,39253
2016-03-14,1호선,서울역,65222,58782
2016-03-15,1호선,서울역,63193,57101
2016-03-16,1호선,서울역,63954,57495
2016-03-17,1호선,서울역,65369,58773
2016-03-18,1호선,서울역,77959,67121
2016-03-19,1호선,서울역,66130,57305
2016-03-20,1호선,서울역,52597,43954
2016-03-21,1호선,서울역,65216,59228
2016-03-22,1호선,서울역,63913,58524
2016-03-23,1호선,서울역,64562,58434
2016-03-24,1호선,서울역,66578,59629
2016-03-25,1호선,서울역,78310,68628
2016-03-26,1호선,서울역,67906,59559
2016-03-27,1호선,서울역,51926,42641
2016-03-28,1호선,서울역,67244,60730
2016-03-29,1호선,서울역,65204,59145
2016-03-30,1호선,서울역,65666,58879
2016-03-31,1호선,서울역,65214,59349
2016-04-01,1호선,서울역,75501,68611
2016-04-02,1호선,서울역,64553,57021
2016-04-03,1호선,서울역,53166,42039
2016-04-04,1호선,서울역,66825,60534
2016-04-05,1호선,서울역,65127,59316
2016-04-06,1호선,서울역,66668,60334
2016-04-07,1호선,서울역,67025,60526
2016-04-08,1호선,서울역,77395,68943
2016-04-09,1호선,서울역,67588,59782
2016-04-10,1호선,서울역,52668,42826
2016-04-11,1호선,서울역,66764,61022
2016-04-12,1호선,서울역,68497,61910
2016-04-13,1호선,서울역,43621,37740
2016-04-14,1호선,서울역,65724,60674
2016-04-15,1호선,서울역,75552,67181
2016-04-16,1호선,서울역,61518,53752
2016-04-17,1호선,서울역,49939,40467
2016-04-18,1호선,서울역,64560,58506
2016-04-19,1호선,서울역,64156,58125
2016-04-20,1호선,서울역,64559,58445
2016-04-21,1호선,서울역,64408,58350
2016-04-22,1호선,서울역,75446,66477
2016-04-23,1호선,서울역,62122,54336
2016-04-24,1호선,서울역,49410,39687
2016-04-25,1호선,서울역,65077,58853
2016-04-26,1호선,서울역,64015,57832
2016-04-27,1호선,서울역,64644,58860
2016-04-28,1호선,서울역,66949,60992
2016-04-29,1호선,서울역,77925,68281
2016-04-30,1호선,서울역,64522,56772
2016-05-01,1호선,서울역,54923,45423
2016-05-02,1호선,서울역,66702,60771
2016-05-03,1호선,서울역,64768,58845
2016-05-04,1호선,서울역,76489,70744
2016-05-05,1호선,서울역,56172,52866
2016-05-06,1호선,서울역,57152,50056
2016-05-07,1호선,서울역,65374,56040
2016-05-08,1호선,서울역,54353,41706
2016-05-09,1호선,서울역,68554,59175
2016-05-10,1호선,서울역,62482,57376
2016-05-11,1호선,서울역,65022,59777
2016-05-12,1호선,서울역,67623,60973
2016-05-13,1호선,서울역,79257,69479
2016-05-14,1호선,서울역,61612,53680
2016-05-15,1호선,서울역,54037,43036
2016-05-16,1호선,서울역,65250,59257
2016-05-17,1호선,서울역,63928,58427
2016-05-18,1호선,서울역,64419,57955
