index,날짜,평균기온,최고기온,최저기온
1287,2018-07-11,26.8,29.5,24.4
1288,2018-07-12,26.6,28.2,25.1
1289,2018-07-13,27.3,30.9,24.7
1290,2018-07-14,27.9,31.9,24.6
1291,2018-07-15,28.3,33.2,24.5
1292,2018-07-16,28.7,34.0,24.0
1293,2018-07-17,28.1,32.1,23.9
1294,2018-07-18,28.2,33.2,23.7
1295,2018-07-19,28.7,34.1,23.2
1296,2018-07-20,29.5,34.7,24.6
1297,2018-07-21,30.6,36.9,24.9
1298,2018-07-22,31.8,38.0,25.3
1299,2018-07-23,31.7,35.7,29.2
1300,2018-07-24,31.4,36.8,27.2
1301,2018-07-25,30.1,34.1,27.7
1302,2018-07-26,30.1,33.7,27.3
1303,2018-07-27,30.9,35.4,27.2
1304,2018-07-28,29.5,35.2,28.0
1305,2018-07-29,31.3,36.7,26.4
1306,2018-07-30,31.7,36.9,26.2
1307,2018-07-31,32.6,38.3,27.8
1308,2018-08-01,33.6,39.6,27.8
1309,2018-08-02,33.7,37.9,30.3
1310,2018-08-03,33.1,37.9,30.0
1311,2018-08-04,31.1,34.9,28.0
1312,2018-08-05,30.0,33.9,27.2
1313,2018-08-06,30.5,35.3,28.3
1314,2018-08-07,30.5,35.9,26.8
1315,2018-08-08,31.0,35.3,27.6
1316,2018-08-09,28.8,32.5,27.1
1317,2018-08-10,30.7,36.8,25.7
1318,2018-08-11,31.0,36.0,26.4
1319,2018-08-12,30.6,35.3,27.2
1320,2018-08-13,30.5,34.4,26.7
1321,2018-08-14,31.7,37.2,27.7
1322,2018-08-15,31.7,38.0,28.3
1323,2018-08-16,29.9,35.6,24.1
1324,2018-08-17,27.2,33.8,21.7
1325,2018-08-18,26.7,32.1,21.5
1326,2018-08-19,28.2,34.4,23.0
1327,2018-08-20,29.1,33.3,25.1
1328,2018-08-21,26.6,31.0,23.4
1329,2018-08-22,30.7,37.6,23.4
1330,2018-08-23,29.4,32.2,25.7
1331,2018-08-24,24.4,26.3,23.2
1332,2018-08-25,25.2,29.3,22.7
1333,2018-08-26,23.2,29.0,20.3
1334,2018-08-27,22.7,24.9,20.2
1335,2018-08-28,23.7,26.1,22.5
1336,2018-08-29,25.2,27.4,22.7
1337,2018-08-30,25.3,28.2,23.9
1338,2018-08-31,25.6,30.3,22.8
1339,2018-09-01,25.5,30.9,20.8
1340,2018-09-02,25.1,29.6,20.1
1341,2018-09-03,23.3,25.8,21.4
1342,2018-09-04,23.2,27.8,20.0
1343,2018-09-05,24.0,28.5,19.6
1344,2018-09-06,24.1,28.2,20.9
1345,2018-09-07,22.0,25.5,19.1
1346,2018-09-08,21.7,27.7,15.9
1347,2018-09-09,22.2,28.9,15.6
1348,2018-09-10,22.9,28.4,18.6
1349,2018-09-11,21.6,26.1,16.8
1350,2018-09-12,22.8,28.2,16.8
1351,2018-09-13,23.5,28.3,20.3
1352,2018-09-14,23.5,26.8,20.3
1353,2018-09-15,23.3,26.0,21.0
1354,2018-09-16,22.2,23.9,21.0
1355,2018-09-17,22.3,27.7,18.5
1356,2018-09-18,22.0,26.5,17.7
1357,2018-09-19,22.1,26.6,18.9
1358,2018-09-20,19.0,20.1,17.8
1359,2018-09-21,19.4,21.9,17.6
1360,2018-09-22,20.8,25.5,17.2
1361,2018-09-23,19.4,25.3,15.6
1362,2018-09-24,17.6,22.1,14.2
1363,2018-09-25,17.8,24.3,10.8
1364,2018-09-26,19.4,24.8,16.2
1365,2018-09-27,18.9,25.0,13.2
1366,2018-09-28,17.5,22.2,14.3
1367,2018-09-29,20.2,27.0,14.6
1368,2018-09-30,17.6,21.6,14.0
1369,2018-10-01,15.4,19.7,13.0
1370,2018-10-02,15.9,22.0,10.3
1371,2018-10-03,17.3,24.2,11.2
1372,2018-10-04,19.3,25.6,13.0
1373,2018-10-05,16.9,19.0,15.7
1374,2018-10-06,18.0,21.7,16.3
1375,2018-10-07,16.4,21.1,12.3
1376,2018-10-08,14.8,20.9,9.2
1377,2018-10-09,15.3,19.8,10.7
1378,2018-10-10,12.0,16.7,7.9
1379,2018-10-11,9.7,13.9,6.1
1380,2018-10-12,10.9,17.4,5.2
1381,2018-10-13,12.5,19.8,6.1
1382,2018-10-14,13.2,20.3,6.8
1383,2018-10-15,15.2,21.0,10.9
1384,2018-10-16,14.5,20.3,9.9
1385,2018-10-17,12.4,18.6,8.4
1386,2018-10-18,12.7,19.0,7.5
1387,2018-10-19,13.1,20.4,7.2
1388,2018-10-20,13.4,21.4,6.9
1389,2018-10-21,13.4,21.1,7.2
1390,2018-10-22,14.0,20.6,8.8
1391,2018-10-23,12.2,16.9,9.8
1392,2018-10-24,12.5,18.7,7.6
1393,2018-10-25,13.8,21.2,7.0
1394,2018-10-26,12.2,14.7,9.9
1395,2018-10-27,8.7,11.6,6.2
1396,2018-10-28,8.3,13.5,5.2
1397,2018-10-29,7.2,11.7,3.4
1398,2018-10-30,6.1,11.6,0.7
1399,2018-10-31,7.4,12.6,3.0
1400,2018-11-01,8.4,15.2,2.5
1401,2018-11-02,10.6,19.0,4.0
1402,2018-11-03,11.2,19.1,5.0
1403,2018-11-04,11.6,19.4,5.3
1404,2018-11-05,11.9,18.3,6.6
1405,2018-11-06,12.2,17.5,8.0
1406,2018-11-07,12.8,15.7,10.3
1407,2018-11-08,11.8,14.7,10.5
1408,2018-11-09,12.1,15.4,9.5
1409,2018-11-10,11.9,17.1,8.8
1410,2018-11-11,8.1,10.9,5.4
1411,2018-11-12,8.1,15.1,3.1
1412,2018-11-13,8.8,15.4,4.1
1413,2018-11-14,9.8,16.6,4.8
1414,2018-11-15,9.7,16.2,4.7
1415,2018-11-16,8.8,14.5,4.2
1416,2018-11-17,4.9,11.4,0.6
1417,2018-11-18,6.1,10.7,1.9
1418,2018-11-19,6.5,11.3,3.3
1419,2018-11-20,6.5,12.7,0.0
1420,2018-11-21,5.8,8.2,3.1
1421,2018-11-22,2.3,7.1,-1.3
1422,2018-11-23,1.9,7.6,-3.1
1423,2018-11-24,2.6,3.8,0.3
1424,2018-11-25,4.8,9.8,1.3
1425,2018-11-26,6.3,13.6,1.6
1426,2018-11-27,7.1,12.5,3.1
1427,2018-11-28,5.0,11.1,2.1
1428,2018-11-29,3.5,6.7,0.6
1429,2018-11-30,2.7,8.0,-1.5
1430,2018-12-01,5.5,12.4,0.8
1431,2018-12-02,8.2,11.8,2.8
1432,2018-12-03,11.5,13.5,9.3
1433,2018-12-04,6.7,11.8,-0.3
1434,2018-12-05,0.0,3.4,-4.3
1435,2018-12-06,2.4,6.8,-1.0
1436,2018-12-07,-7.3,-1.1,-9.6
1437,2018-12-08,-8.3,-4.4,-11.4
1438,2018-12-09,-7.2,-2.1,-11.8
1439,2018-12-10,-2.5,4.6,-8.1
1440,2018-12-11,0.2,2.9,-2.4
1441,2018-12-12,-1.9,2.4,-5.0
1442,2018-12-13,-2.2,2.1,-5.9
1443,2018-12-14,-4.4,0.6,-7.8
1444,2018-12-15,-2.4,3.2,-7.8
1445,2018-12-16,0.0,2.1,-2.6
1446,2018-12-17,1.6,5.9,-1.5
1447,2018-12-18,2.6,7.4,-2.8
1448,2018-12-19,4.0,9.5,1.3
1449,2018-12-20,3.4,10.4,-1.1
1450,2018-12-21,5.6,9.8,0.4
1451,2018-12-22,6.9,12.4,2.9
1452,2018-12-23,2.4,7.5,-3.4
1453,2018-12-24,-2.3,3.1,-5.9
1454,2018-12-25,0.6,5.2,-4.0
1455,2018-12-26,-1.5,3.0,-7.1
1456,2018-12-27,-10.1,-6.5,-12.5
1457,2018-12-28,-10.5,-6.6,-14.4
1458,2018-12-29,-7.6,-3.0,-10.5
1459,2018-12-30,-6.8,-0.9,-11.3
1460,2018-12-31,-5.4,-0.5,-10.5
1461,2019-01-01,-5.0,-0.6,-8.2
1462,2019-01-02,-4.9,0.2,-8.8
1463,2019-01-03,-3.5,3.2,-8.4
1464,2019-01-04,-1.1,4.1,-6.2
1465,2019-01-05,-2.8,1.1,-5.5
1466,2019-01-06,-2.8,2.7,-6.3
1467,2019-01-07,-1.9,3.1,-6.2
1468,2019-01-08,-3.5,0.5,-7.2
1469,2019-01-09,-4.7,1.3,-9.4
1470,2019-01-10,-0.6,3.0,-4.5
1471,2019-01-11,2.4,7.2,-0.4
1472,2019-01-12,2.8,8.0,-0.6
1473,2019-01-13,1.2,7.6,-3.0
1474,2019-01-14,1.4,5.3,-2.4
1475,2019-01-15,-1.7,2.6,-7.2
1476,2019-01-16,-5.2,-1.1,-10.1
1477,2019-01-17,-0.3,4.0,-3.2
1478,2019-01-18,0.6,6.7,-4.6
1479,2019-01-19,3.6,8.5,0.0
1480,2019-01-20,-1.4,4.0,-5.5
1481,2019-01-21,-1.2,4.2,-6.7
1482,2019-01-22,1.7,7.1,-3.3
1483,2019-01-23,2.0,7.0,-0.8
1484,2019-01-24,0.1,6.5,-4.6
1485,2019-01-25,-1.2,2.6,-3.8
1486,2019-01-26,-2.5,2.4,-6.5
1487,2019-01-27,-0.1,5.1,-6.6
1488,2019-01-28,1.2,4.5,-2.4
1489,2019-01-29,-0.2,7.0,-5.6
1490,2019-01-30,1.8,6.6,-2.8
1491,2019-01-31,-2.0,2.3,-6.2
1492,2019-02-01,-2.1,2.8,-7.4
1493,2019-02-02,1.4,6.1,-3.2
1494,2019-02-03,3.3,4.9,2.0
1495,2019-02-04,-0.6,3.0,-3.3
1496,2019-02-05,2.8,10.1,-3.6
1497,2019-02-06,5.1,9.3,0.1
1498,2019-02-07,-2.1,6.3,-8.2
1499,2019-02-08,-6.1,-1.3,-10.2
1500,2019-02-09,-5.4,-1.9,-8.6
1501,2019-02-10,-5.0,-1.9,-9.1
1502,2019-02-11,-3.0,2.0,-7.5
1503,2019-02-12,-0.6,3.7,-4.1
1504,2019-02-13,-2.1,2.5,-5.7
1505,2019-02-14,-0.5,6.3,-5.9
1506,2019-02-15,-0.8,0.9,-2.9
1507,2019-02-16,-2.7,1.5,-5.1
1508,2019-02-17,-1.8,4.6,-6.8
1509,2019-02-18,0.9,5.9,-4.7
1510,2019-02-19,1.4,3.0,0.2
1511,2019-02-20,1.7,4.5,-0.1
1512,2019-02-21,2.4,9.0,-2.6
1513,2019-02-22,4.0,10.8,-1.6
1514,2019-02-23,6.8,14.5,0.5
1515,2019-02-24,6.3,13.7,1.2
1516,2019-02-25,4.7,10.2,1.3
1517,2019-02-26,5.2,12.0,-1.5
1518,2019-02-27,7.8,14.0,4.7
1519,2019-02-28,6.6,12.8,2.0
1520,2019-03-01,6.6,13.0,1.2
1521,2019-03-02,7.8,14.7,1.3
1522,2019-03-03,9.4,16.1,2.5
1523,2019-03-04,9.9,16.3,5.0
1524,2019-03-05,8.4,12.9,5.6
1525,2019-03-06,8.4,12.4,5.7
1526,2019-03-07,7.0,12.7,3.1
1527,2019-03-08,6.1,13.4,0.6
1528,2019-03-09,7.2,14.9,-0.4
1529,2019-03-10,10.1,15.3,6.7
1530,2019-03-11,6.6,10.0,3.5
1531,2019-03-12,3.9,7.9,-0.3
1532,2019-03-13,3.5,8.5,-0.4
1533,2019-03-14,5.0,10.0,-1.7
1534,2019-03-15,5.5,11.3,1.6
1535,2019-03-16,4.3,9.2,0.2
1536,2019-03-17,6.3,12.4,2.6
1537,2019-03-18,7.1,14.4,1.4
1538,2019-03-19,10.0,16.7,3.4
1539,2019-03-20,10.3,14.6,7.1
1540,2019-03-21,7.1,11.1,1.9
1541,2019-03-22,3.3,8.3,-0.7
1542,2019-03-23,3.3,8.2,-0.4
1543,2019-03-24,4.3,9.7,-0.8
1544,2019-03-25,7.3,11.5,2.9
1545,2019-03-26,11.4,17.6,7.4
1546,2019-03-27,11.6,16.2,8.9
1547,2019-03-28,9.4,14.6,5.6
1548,2019-03-29,9.2,15.1,5.5
1549,2019-03-30,5.2,8.4,3.5
1550,2019-03-31,4.4,8.4,2.6
1551,2019-04-01,5.5,11.3,0.3
1552,2019-04-02,6.7,13.0,1.3
1553,2019-04-03,7.6,13.6,1.9
1554,2019-04-04,9.2,15.7,3.0
1555,2019-04-05,11.4,17.2,7.0
1556,2019-04-06,9.3,12.2,5.9
1557,2019-04-07,12.6,20.3,5.6
1558,2019-04-08,11.6,17.2,7.6
1559,2019-04-09,9.2,13.9,4.7
1560,2019-04-10,7.1,10.2,4.7
1561,2019-04-11,9.5,15.7,4.3
1562,2019-04-12,11.4,18.4,5.5
1563,2019-04-13,11.8,17.9,6.2
1564,2019-04-14,9.6,13.6,6.9
1565,2019-04-15,11.6,18.1,3.9
1566,2019-04-16,14.9,22.6,6.8
1567,2019-04-17,15.3,21.8,9.1
1568,2019-04-18,12.6,16.2,10.4
1569,2019-04-19,13.8,19.7,9.6
1570,2019-04-20,14.3,19.1,9.7
1571,2019-04-21,14.8,20.2,12.2
1572,2019-04-22,19.3,28.2,10.7
1573,2019-04-23,20.4,25.5,15.3
1574,2019-04-24,19.5,25.9,15.8
1575,2019-04-25,13.2,17.2,9.4
1576,2019-04-26,8.4,9.9,6.2
1577,2019-04-27,11.6,18.2,4.1
1578,2019-04-28,12.9,16.6,9.9
1579,2019-04-29,13.0,17.3,8.3
1580,2019-04-30,15.5,22.5,9.0
1581,2019-05-01,16.4,22.2,11.2
1582,2019-05-02,17.1,25.3,10.6
1583,2019-05-03,17.9,26.1,10.1
1584,2019-05-04,19.5,27.4,12.0
1585,2019-05-05,19.2,26.5,13.6
1586,2019-05-06,14.5,19.8,9.8
1587,2019-05-07,15.0,21.9,8.4
1588,2019-05-08,15.6,21.3,10.1
1589,2019-05-09,16.6,22.9,11.7
1590,2019-05-10,17.8,26.8,10.3
1591,2019-05-11,20.3,28.3,13.2
1592,2019-05-12,21.6,28.9,14.7
1593,2019-05-13,18.7,22.8,15.5
1594,2019-05-14,19.6,26.9,12.9
1595,2019-05-15,20.7,28.0,14.8
1596,2019-05-16,23.5,30.0,16.7
1597,2019-05-17,23.6,28.3,17.6
1598,2019-05-18,22.8,25.9,19.1
1599,2019-05-19,19.4,21.6,17.9
1600,2019-05-20,16.4,20.2,13.0
1601,2019-05-21,17.2,23.8,11.7
1602,2019-05-22,19.5,26.5,12.3
1603,2019-05-23,22.1,29.2,15.0
1604,2019-05-24,24.2,33.4,16.2
1605,2019-05-25,23.4,28.6,18.4
1606,2019-05-26,24.5,31.1,18.6
1607,2019-05-27,17.8,22.3,14.3
1608,2019-05-28,18.1,24.6,11.9
1609,2019-05-29,20.3,26.5,13.3
1610,2019-05-30,19.6,24.5,14.6
1611,2019-05-31,19.1,23.3,16.1
1612,2019-06-01,18.9,23.7,14.8
1613,2019-06-02,21.1,27.8,14.1
1614,2019-06-03,23.1,29.5,16.0
1615,2019-06-04,22.6,29.0,17.6
1616,2019-06-05,23.0,29.6,17.8
1617,2019-06-06,21.2,25.1,18.6
1618,2019-06-07,20.0,24.7,17.0
1619,2019-06-08,21.9,27.6,16.0
1620,2019-06-09,21.6,26.5,17.1
1621,2019-06-10,18.4,21.9,15.7
1622,2019-06-11,20.5,26.1,15.5
1623,2019-06-12,21.5,26.4,16.1
1624,2019-06-13,23.0,28.8,16.6
1625,2019-06-14,23.0,28.4,19.1
1626,2019-06-15,21.9,27.4,17.9
1627,2019-06-16,22.0,27.2,16.1
1628,2019-06-17,21.7,26.2,18.1
1629,2019-06-18,20.8,24.8,17.0
1630,2019-06-19,21.4,25.4,18.9
1631,2019-06-20,22.7,27.8,19.8
1632,2019-06-21,22.1,26.1,19.4
1633,2019-06-22,24.2,30.6,17.7
1634,2019-06-23,25.0,31.0,19.1
1635,2019-06-24,25.2,30.9,20.9
1636,2019-06-25,25.6,32.8,19.5
1637,2019-06-26,25.5,29.5,20.7
1638,2019-06-27,25.5,31.2,21.9
1639,2019-06-28,24.7,29.0,22.3
1640,2019-06-29,23.1,27.7,19.6
1641,2019-06-30,23.9,28.5,20.9
1642,2019-07-01,23.9,28.9,20.6
1643,2019-07-02,24.4,30.1,20.8
1644,2019-07-03,24.1,27.4,21.2
1645,2019-07-04,25.4,32.8,20.0
1646,2019-07-05,27.6,35.0,20.2
1647,2019-07-06,29.7,36.1,24.6
1648,2019-07-07,26.7,32.5,22.7
1649,2019-07-08,25.1,31.0,21.2
1650,2019-07-09,25.0,30.0,19.7
1651,2019-07-10,22.7,27.3,19.3
1652,2019-07-11,21.9,25.9,19.5
1653,2019-07-12,23.6,28.7,20.0
1654,2019-07-13,24.9,29.7,22.1
1655,2019-07-14,25.9,31.6,21.2
1656,2019-07-15,23.8,27.4,22.1
1657,2019-07-16,24.7,28.8,21.4
1658,2019-07-17,25.6,29.2,22.3
1659,2019-07-18,26.9,32.1,23.3
1660,2019-07-19,28.6,35.0,22.8
1661,2019-07-20,28.0,31.9,25.1
1662,2019-07-21,25.1,27.0,24.2
1663,2019-07-22,26.7,31.0,24.2
1664,2019-07-23,28.1,32.9,24.4
1665,2019-07-24,26.5,27.2,25.2
1666,2019-07-25,26.3,27.4,25.6
1667,2019-07-26,25.1,25.9,23.7
1668,2019-07-27,28.4,33.4,24.9
1669,2019-07-28,26.1,28.2,25.0
1670,2019-07-29,27.5,30.0,25.6
1671,2019-07-30,28.1,30.8,26.3
1672,2019-07-31,25.8,27.5,24.0
1673,2019-08-01,26.3,30.1,23.5
1674,2019-08-02,28.4,33.1,24.7
1675,2019-08-03,29.4,36.0,25.6
1676,2019-08-04,28.3,34.4,25.0
1677,2019-08-05,30.5,35.9,25.6
1678,2019-08-06,31.6,36.8,27.9
1679,2019-08-07,26.9,30.3,23.9
1680,2019-08-08,28.9,32.7,25.9
1681,2019-08-09,29.8,34.6,26.0
1682,2019-08-10,31.5,36.5,26.6
1683,2019-08-11,30.4,35.7,26.3
1684,2019-08-12,26.6,28.5,24.8
1685,2019-08-13,29.2,35.3,25.1
1686,2019-08-14,30.4,35.7,25.9
1687,2019-08-15,25.9,28.6,23.9
1688,2019-08-16,25.9,29.5,23.0
1689,2019-08-17,25.9,28.8,23.4
1690,2019-08-18,25.6,30.7,22.6
1691,2019-08-19,26.3,31.3,21.2
1692,2019-08-20,28.2,32.8,23.2
1693,2019-08-21,27.0,30.4,24.4
1694,2019-08-22,26.9,31.4,23.0
1695,2019-08-23,26.2,30.5,22.7
1696,2019-08-24,24.1,27.3,21.5
1697,2019-08-25,25.0,29.9,20.2
1698,2019-08-26,26.4,32.1,21.5
1699,2019-08-27,25.7,29.3,22.2
1700,2019-08-28,26.1,30.2,23.6
1701,2019-08-29,23.4,26.4,20.1
1702,2019-08-30,22.6,27.0,19.5
1703,2019-08-31,23.5,28.9,18.5
1704,2019-09-01,23.7,27.8,19.2
1705,2019-09-02,24.4,29.7,19.4
1706,2019-09-03,24.1,28.0,22.0
1707,2019-09-04,22.8,25.5,21.2
1708,2019-09-05,23.0,27.6,21.5
1709,2019-09-06,25.3,29.1,21.6
1710,2019-09-07,25.7,29.5,22.6
1711,2019-09-08,24.7,27.3,22.9
1712,2019-09-09,25.1,28.0,22.4
1713,2019-09-10,23.8,26.5,22.1
1714,2019-09-11,24.3,28.7,20.4
1715,2019-09-12,21.0,22.9,18.7
1716,2019-09-13,23.3,29.3,18.3
1717,2019-09-14,22.4,24.1,20.8
1718,2019-09-15,24.2,30.0,19.5
1719,2019-09-16,24.5,30.5,20.7
1720,2019-09-17,23.5,29.0,18.0
1721,2019-09-18,21.0,25.4,16.0
1722,2019-09-19,19.5,26.0,13.6
1723,2019-09-20,19.6,24.2,15.8
1724,2019-09-21,19.6,22.1,18.3
1725,2019-09-22,18.6,19.6,17.3
1726,2019-09-23,20.0,24.6,16.9
1727,2019-09-24,19.8,26.5,13.9
1728,2019-09-25,20.9,27.4,14.8
1729,2019-09-26,22.9,29.0,17.7
1730,2019-09-27,22.9,27.0,19.6
1731,2019-09-28,23.7,29.2,19.4
1732,2019-09-29,22.6,28.6,17.9
1733,2019-09-30,22.4,29.9,16.4
1734,2019-10-01,23.1,28.2,17.6
1735,2019-10-02,21.6,24.2,20.0
1736,2019-10-03,22.4,27.3,19.8
1737,2019-10-04,22.4,27.8,18.0
1738,2019-10-05,18.7,21.9,14.7
1739,2019-10-06,18.1,22.7,13.2
1740,2019-10-07,14.8,17.9,13.3
1741,2019-10-08,14.7,19.8,10.6
1742,2019-10-09,13.6,20.4,7.7
1743,2019-10-10,15.2,19.8,10.7
1744,2019-10-11,18.8,26.1,13.0
1745,2019-10-12,17.9,23.3,13.3
1746,2019-10-13,17.2,23.8,12.1
1747,2019-10-14,14.4,19.6,9.5
1748,2019-10-15,14.5,20.4,8.8
1749,2019-10-16,14.6,20.8,9.0
1750,2019-10-17,15.4,21.6,11.2
1751,2019-10-18,17.0,22.7,12.0
1752,2019-10-19,17.0,23.1,12.1
1753,2019-10-20,16.5,22.9,12.0
1754,2019-10-21,17.1,24.6,10.9
1755,2019-10-22,18.1,24.4,13.3
1756,2019-10-23,17.0,20.7,14.3
1757,2019-10-24,18.3,23.8,15.3
1758,2019-10-25,16.7,22.0,13.1
1759,2019-10-26,10.0,14.9,6.6
1760,2019-10-27,11.0,17.4,4.7
1761,2019-10-28,12.9,17.7,7.4
1762,2019-10-29,12.5,17.6,8.2
1763,2019-10-30,11.2,17.7,5.0
1764,2019-10-31,14.8,19.7,8.4
1765,2019-11-01,14.9,20.5,11.4
1766,2019-11-02,13.6,18.7,8.3
1767,2019-11-03,14.7,22.1,9.4
1768,2019-11-04,13.8,20.3,9.2
1769,2019-11-05,12.4,18.4,8.4
1770,2019-11-06,11.0,16.5,6.3
1771,2019-11-07,9.2,13.6,5.0
1772,2019-11-08,6.8,13.0,1.1
1773,2019-11-09,9.5,17.2,3.5
1774,2019-11-10,10.0,15.3,6.2
1775,2019-11-11,11.2,15.1,7.9
1776,2019-11-12,9.3,14.5,4.8
1777,2019-11-13,7.2,11.3,3.0
1778,2019-11-14,1.3,5.0,-2.5
1779,2019-11-15,5.6,7.6,1.4
1780,2019-11-16,6.8,12.7,3.8
1781,2019-11-17,8.3,10.5,5.6
1782,2019-11-18,4.6,12.7,0.4
1783,2019-11-19,0.2,4.0,-3.5
1784,2019-11-20,0.5,6.3,-4.6
1785,2019-11-21,4.2,9.0,-2.3
1786,2019-11-22,9.7,17.3,3.0
1787,2019-11-23,12.1,17.7,7.7
1788,2019-11-24,9.8,15.6,4.6
1789,2019-11-25,1.9,6.0,-1.2
1790,2019-11-26,6.6,13.7,1.2
1791,2019-11-27,3.1,6.8,0.3
1792,2019-11-28,3.5,10.4,-0.6
1793,2019-11-29,1.5,6.9,-3.4
1794,2019-11-30,4.1,9.3,-1.4
1795,2019-12-01,4.6,6.2,2.3
1796,2019-12-02,-0.1,2.8,-3.2
1797,2019-12-03,0.5,4.2,-5.0
1798,2019-12-04,2.0,7.2,-2.0
1799,2019-12-05,-4.4,-0.2,-8.5
1800,2019-12-06,-5.9,-1.0,-10.6
1801,2019-12-07,-2.4,1.2,-5.5
1802,2019-12-08,-0.9,4.9,-5.5
1803,2019-12-09,3.2,8.0,-1.3
1804,2019-12-10,8.1,10.8,6.0
1805,2019-12-11,6.3,9.8,0.1
1806,2019-12-12,-0.7,3.4,-3.5
1807,2019-12-13,2.1,5.9,-3.7
1808,2019-12-14,2.7,6.4,-0.1
1809,2019-12-15,5.3,11.0,0.4
1810,2019-12-16,7.8,12.9,2.1
1811,2019-12-17,7.7,10.2,3.2
1812,2019-12-18,0.8,5.2,-1.7
1813,2019-12-19,-0.8,3.1,-4.5
1814,2019-12-20,-1.1,2.0,-3.5
1815,2019-12-21,-1.2,1.5,-5.1
1816,2019-12-22,4.1,8.4,0.3
1817,2019-12-23,3.4,5.2,0.3
1818,2019-12-24,0.8,6.5,-2.9
1819,2019-12-25,2.0,6.6,-2.7
1820,2019-12-26,2.0,4.1,-2.4
1821,2019-12-27,-1.7,2.6,-4.6
1822,2019-12-28,1.1,6.1,-3.6
1823,2019-12-29,3.8,6.2,1.1
1824,2019-12-30,2.7,6.8,-5.7
1825,2019-12-31,-7.9,-4.5,-10.9
1826,2020-01-01,-2.2,0.3,-6.5
1827,2020-01-02,1.0,3.8,-0.7
1828,2020-01-03,-0.1,4.6,-3.4
1829,2020-01-04,1.2,6.1,-2.8
1830,2020-01-05,1.3,6.6,-3.2
1831,2020-01-06,3.1,4.6,0.6
1832,2020-01-07,6.3,7.7,4.2
1833,2020-01-08,2.4,8.9,-0.4
1834,2020-01-09,-1.2,2.0,-3.1
1835,2020-01-10,-0.6,4.2,-4.3
1836,2020-01-11,-0.1,3.9,-2.6
1837,2020-01-12,-1.0,2.8,-3.5
1838,2020-01-13,-2.9,0.2,-4.7
1839,2020-01-14,-2.3,2.6,-5.7
1840,2020-01-15,-2.7,2.2,-6.4
1841,2020-01-16,-1.7,3.2,-5.5
1842,2020-01-17,-0.6,4.9,-4.8
1843,2020-01-18,0.3,5.9,-4.1
1844,2020-01-19,1.9,5.3,-0.4
1845,2020-01-20,0.7,5.5,-3.3
1846,2020-01-21,-0.4,5.5,-5.6
1847,2020-01-22,3.0,7.8,-0.1
1848,2020-01-23,4.6,9.9,0.0
1849,2020-01-24,2.8,7.4,-1.3
1850,2020-01-25,4.3,8.8,0.6
1851,2020-01-26,5.5,11.9,-0.2
1852,2020-01-27,5.9,7.5,4.8
1853,2020-01-28,6.8,9.9,4.3
1854,2020-01-29,6.0,9.6,3.2
1855,2020-01-30,5.2,10.4,1.4
1856,2020-01-31,3.9,8.9,1.4
1857,2020-02-01,2.6,7.6,-1.2
1858,2020-02-02,1.5,5.3,-2.1
1859,2020-02-03,-0.4,3.0,-2.9
1860,2020-02-04,-1.6,3.9,-6.0
1861,2020-02-05,-8.3,-4.9,-11.0
1862,2020-02-06,-6.4,0.4,-11.8
1863,2020-02-07,-1.7,2.2,-7.2
1864,2020-02-08,-0.1,3.7,-2.3
1865,2020-02-09,-0.5,4.1,-5.6
1866,2020-02-10,4.0,9.6,-0.7
1867,2020-02-11,6.8,14.6,-0.5
1868,2020-02-12,7.4,8.2,6.5
1869,2020-02-13,6.5,8.7,4.9
1870,2020-02-14,8.1,14.7,3.2
1871,2020-02-15,9.8,15.6,6.2
1872,2020-02-16,-1.4,7.7,-4.3
1873,2020-02-17,-5.9,-3.9,-7.1
1874,2020-02-18,-4.1,1.3,-8.3
1875,2020-02-19,1.0,6.4,-4.4
1876,2020-02-20,4.6,10.8,-0.6
1877,2020-02-21,6.7,10.9,2.1
1878,2020-02-22,4.0,7.9,0.0
1879,2020-02-23,2.5,8.0,-2.5
1880,2020-02-24,7.0,12.2,0.8
1881,2020-02-25,6.7,9.4,4.7
1882,2020-02-26,6.4,10.4,2.8
1883,2020-02-27,6.1,12.5,1.3
1884,2020-02-28,4.5,5.9,3.6
1885,2020-02-29,7.7,13.0,4.5
1886,2020-03-01,5.8,10.1,3.2
1887,2020-03-02,3.4,7.6,0.0
1888,2020-03-03,4.8,10.5,0.3
1889,2020-03-04,2.2,4.6,-1.3
1890,2020-03-05,1.4,6.3,-2.8
1891,2020-03-06,3.7,10.1,-2.5
1892,2020-03-07,7.0,14.2,1.3
1893,2020-03-08,9.3,16.9,2.3
1894,2020-03-09,11.1,17.6,4.8
1895,2020-03-10,6.4,10.8,3.2
1896,2020-03-11,3.8,8.3,0.0
1897,2020-03-12,6.8,13.3,0.2
1898,2020-03-13,4.9,8.7,-0.1
1899,2020-03-14,3.6,8.6,-2.7
1900,2020-03-15,4.0,8.5,0.2
1901,2020-03-16,3.6,9.1,-2.1
1902,2020-03-17,6.6,12.3,3.1
1903,2020-03-18,10.0,17.0,2.7
1904,2020-03-19,9.1,12.1,5.8
1905,2020-03-20,8.8,14.0,3.1
1906,2020-03-21,12.8,19.5,7.9
1907,2020-03-22,11.0,16.5,6.1
1908,2020-03-23,10.6,17.0,5.4
1909,2020-03-24,11.4,17.9,5.3
